Locality,type of property,price,area,building state,rooms,facades,kitchen type,garden,fireplace,swimming pool
3800,House,295000€,142 m²,Not specified,3,2,Installed,1,0,0
3800,House,295000€,135 m²,Not specified,3,2,Installed,1,0,0
3800,House,295000€,142 m²,Not specified,3,2,Installed,1,0,0
9700,House,379000€,277 m²,As new,3,2,Not specified,1,0,0
9800,House,324900€,115 m²,As new,3,3,Not specified,1,0,0
7110,House,130000€,127 m²,To be done up,4,2,Installed,1,0,0
Not specified,House,278000€,120 m²,As new,3,3,Installed,1,0,0
Not specified,House,295500€,150 m²,As new,3,2,Installed,1,0,0
3130,House,465000€,360 m²,Good,6,4,Installed,1,0,0
7110,House,140000€,100 m²,Not specified,3,2,Installed,1,0,0
Not specified,House,79000€,139 m²,To renovate,4,2,Semi equipped,1,0,0
8550,House,210000€,150 m²,As new,6,2,Installed,1,0,0
2235,House,269000€,175 m²,Not specified,3,4,Semi equipped,1,0,0
7110,House,140000€,100 m²,Not specified,3,2,Installed,1,0,0
9120,House,475000€,197 m²,As new,4,3,Installed,1,0,0
2860,House,369000€,250 m²,To renovate,6,3,Installed,1,0,0
2640,House,279000€,147 m²,To renovate,2,2,Installed,1,0,0
Not specified,House,449000€,211 m²,To be done up,3,2,Installed,1,0,0
8800,House,150000€,127 m²,Not specified,3,3,Not specified,1,0,0
4570,House,159000€,160 m²,Good,4,3,Installed,1,0,0
9100,House,247500€,Not specified,Not specified,3,2,Not specified,1,0,0
3500,House,239500€,210 m²,Just renovated,2,3,Installed,1,1,0
8580,House,365000€,208 m²,Good,3,3,Installed,1,0,0
5101,House,315000€,176 m²,Good,3,4,Not specified,1,0,0
3400,House,175000€,199 m²,To renovate,4,2,Semi equipped,1,0,0
8500,House,285000€,187 m²,To be done up,3,2,Semi equipped,1,0,0
8500,House,462500€,340 m²,Good,4,2,Installed,1,1,0
8501,House,120000€,Not specified,To renovate,3,3,Not installed,1,0,0
8501,House,60000€,85 m²,To renovate,2,3,Semi equipped,1,0,0
8680,House,229000€,Not specified,Not specified,5,2,Semi equipped,1,0,0
4680,House,425000€,258 m²,Good,5,4,Not specified,1,0,0
Not specified,House,296000€,150 m²,As new,3,2,Hyper equipped,1,1,0
Not specified,House,129000€,135 m²,Good,3,3,Hyper equipped,1,0,0
Not specified,House,595000€,185 m²,Good,3,2,Hyper equipped,1,0,0
2100,House,180000€,100 m²,Good,2,2,Installed,1,0,0
9820,House,489000€,205 m²,As new,4,2,Hyper equipped,1,0,0
2000,House,600000€,238 m²,Good,3,2,Installed,1,1,0
Not specified,House,169000€,97 m²,Good,2,2,Installed,1,0,0
9600,House,125000€,85 m²,Good,2,2,Installed,1,0,0
9600,House,249500€,120 m²,Just renovated,3,2,Semi equipped,1,0,0
9600,House,249500€,120 m²,Just renovated,3,2,Semi equipped,1,0,0
9600,House,110000€,100 m²,Good,2,2,Semi equipped,1,0,0
9790,House,237500€,150 m²,Good,3,2,Not specified,1,0,0
6220,House,185000€,110 m²,Good,2,3,Installed,1,1,0
1790,House,320000€,156 m²,As new,2,2,Installed,1,0,0
1180,House,1995000€,459 m²,As new,6,2,Not specified,1,0,0
8820,House,229000€,Not specified,Not specified,3,2,Not specified,1,0,0
9052,House,299000€,160 m²,To renovate,5,4,Not specified,1,0,0
3960,House,299500€,134 m²,Good,3,3,Installed,1,0,0
9050,House,269000€,Not specified,Good,4,2,Not specified,1,0,0
6690,House,169000€,152 m²,Good,6,4,Semi equipped,1,0,0
Not specified,House,159000€,165 m²,To renovate,3,3,Not installed,1,0,0
9950,House,330000€,180 m²,Not specified,4,2,Hyper equipped,1,0,0
9772,House,795000€,394 m²,Just renovated,3,4,Not installed,1,1,0
9770,House,795000€,394 m²,Just renovated,3,4,Not installed,1,1,0
2660,House,239900€,170 m²,Not specified,4,2,Semi equipped,1,0,0
6280,House,195000€,Not specified,Not specified,3,4,Not specified,1,0,0
Not specified,House,169000€,98 m²,To renovate,2,4,Not specified,1,0,0
9200,House,215000€,142 m²,To be done up,3,2,Semi equipped,1,0,0
Not specified,House,190000€,217 m²,To be done up,4,3,Semi equipped,1,0,0
2360,House,310000€,160 m²,Just renovated,3,2,Installed,1,0,0
9550,House,288000€,160 m²,As new,3,2,Hyper equipped,1,0,0
7170,House,180000€,116 m²,As new,2,3,Installed,1,0,0
1850,House,650000€,243 m²,Not specified,4,4,Hyper equipped,1,0,0
4540,House,229500€,180 m²,To be done up,4,4,Semi equipped,1,0,0
2340,House,195000€,172 m²,To renovate,3,3,Not installed,1,0,0
Not specified,House,275000€,100 m²,Just renovated,3,1,Installed,1,0,0
9000,House,299000€,130 m²,Not specified,3,2,Not specified,1,0,0
9600,House,145000€,165 m²,To restore,4,3,Not specified,1,0,0
6700,House,325000€,130 m²,Just renovated,3,3,Installed,1,0,0
2280,House,399000€,250 m²,Good,4,4,Installed,1,0,0
Not specified,House,150000€,130 m²,Not specified,3,3,Installed,1,0,0
9660,House,299000€,Not specified,As new,5,2,Not specified,1,0,0
3140,House,345000€,138 m²,Just renovated,2,4,Installed,1,1,0
7340,House,45000€,50 m²,Good,1,2,Not specified,1,0,0
Not specified,House,375000€,155 m²,Not specified,4,2,Installed,1,0,0
1651,House,359000€,140 m²,As new,3,3,Hyper equipped,1,0,0
Not specified,House,795000€,270 m²,To renovate,5,3,Not installed,1,1,0
7700,House,130000€,Not specified,Good,2,3,Installed,1,0,0
Not specified,House,120000€,94 m²,To renovate,2,2,Not installed,1,0,0
6044,House,120000€,Not specified,Not specified,3,3,Not specified,1,0,0
4400,House,Reserve price : 35000€,188 m²,To renovate,2,2,Not specified,1,0,0
1630,House,475000€,200 m²,Good,4,4,Installed,1,1,0
3140,House,849000€,390 m²,As new,5,4,Installed,1,1,0
Not specified,House,296000€,150 m²,As new,3,2,Hyper equipped,1,1,0
Not specified,House,245000€,115 m²,Good,3,4,Not installed,1,0,0
7190,House,150000€,Not specified,Good,2,3,Installed,1,0,0
3270,House,Reserve price : 110000€,Not specified,Not specified,3,2,Not specified,1,0,0
4000,House,Reserve price : 80000€,187 m²,Good,3,2,Not specified,1,0,0
3460,House,Reserve price : 125000€,Not specified,To renovate,4,4,Not specified,1,0,0
9160,House,Reserve price : 117000€,Not specified,Not specified,4,2,Not specified,1,0,0
7500,House,105000€,Not specified,To be done up,2,3,Not specified,1,0,0
Not specified,House,220000€,126 m²,Good,2,2,Not specified,1,0,0
9900,House,349000€,180 m²,As new,3,3,Hyper equipped,1,1,0
8200,House,399000€,Not specified,Good,3,3,Installed,1,0,0
2800,House,278000€,117 m²,Just renovated,3,2,Hyper equipped,1,0,0
Not specified,House,390000€,200 m²,Not specified,4,3,Installed,1,0,0
8000,House,210000€,Not specified,Good,2,2,Installed,1,0,0
8000,House,319000€,220 m²,Good,6,2,Installed,1,0,0
Not specified,House,250000€,140 m²,To renovate,2,4,Not specified,1,0,0
Not specified,House,249000€,206 m²,Good,4,2,Semi equipped,1,0,0
6950,House,220000€,225 m²,Good,4,4,Not specified,1,0,0
Not specified,House,600000€,290 m²,As new,6,2,Hyper equipped,1,0,0
6567,House,275000€,250 m²,Good,5,3,Hyper equipped,1,1,0
9100,House,Reserve price : 46750€,Not specified,Not specified,1,4,Not specified,1,0,0
4537,House,300000€,150 m²,To be done up,6,3,Installed,1,0,0
Not specified,House,160000€,203 m²,Not specified,4,2,Installed,1,0,0
2300,House,289000€,171 m²,Just renovated,4,2,Hyper equipped,1,0,0
Not specified,House,560000€,200 m²,Not specified,4,3,Installed,1,0,0
8400,House,312000€,Not specified,To be done up,4,2,Installed,1,0,0
2500,House,449000€,165 m²,As new,3,2,Hyper equipped,1,1,0
2170,House,389000€,195 m²,As new,3,3,Hyper equipped,1,0,0
6560,House,180000€,131 m²,Not specified,3,3,Installed,1,0,0
8870,House,438239€,172 m²,As new,3,4,Hyper equipped,1,0,0
Not specified,House,175000€,145 m²,To renovate,3,4,Semi equipped,1,0,0
4217,House,249500€,100 m²,Good,3,4,Semi equipped,1,1,0
Not specified,House,165000€,Not specified,Good,3,2,Not specified,1,0,0
7100,House,160000€,117 m²,To be done up,3,3,Not specified,1,0,0
1800,House,Reserve price : 110000€,Not specified,To renovate,1,2,Not specified,1,0,0
7090,House,290000€,Not specified,Not specified,5,2,Installed,1,0,0
5360,House,Reserve price : 50000€,Not specified,Not specified,1,3,Not specified,1,0,0
5360,House,Reserve price : 150000€,Not specified,Not specified,6,2,Not specified,1,0,0
1850,House,Reserve price : 119000€,Not specified,To renovate,2,3,Not specified,1,0,0
6010,House,Reserve price : 80000€,129 m²,To be done up,4,2,Installed,1,0,0
7850,House,210000€,Not specified,To be done up,3,2,Installed,1,0,0
6200,House,85000€,Not specified,Not specified,3,2,Not specified,1,0,0
5620,House,180000€,200 m²,Good,4,4,Hyper equipped,1,0,0
5580,House,240000€,246 m²,Good,3,4,Installed,1,1,0
3270,House,Reserve price : 155000€,Not specified,Not specified,3,4,Not specified,1,0,0
2018,House,335000€,162 m²,Not specified,4,2,Installed,1,0,0
8370,House,491619€,173 m²,As new,4,3,Not specified,1,0,0
2100,House,266700€,100 m²,As new,3,2,Hyper equipped,1,0,0
8560,House,485000€,206 m²,Good,3,4,Installed,1,1,0
1340,House,295000€,110 m²,Good,3,3,Installed,1,0,0
Not specified,House,155000€,140 m²,To be done up,3,2,Semi equipped,1,0,0
5060,House,149000€,100 m²,Good,3,2,Semi equipped,1,0,0
4340,House,155000€,165 m²,To renovate,5,2,Not specified,1,0,0
3001,House,575000€,207 m²,As new,3,2,Not specified,1,0,0
7100,House,155000€,Not specified,Good,3,3,Installed,1,0,0
7800,House,625000€,306 m²,To renovate,4,4,Installed,1,0,0
Not specified,House,430000€,319 m²,Not specified,3,4,Installed,1,0,0
9230,House,295000€,166 m²,Not specified,3,2,Installed,1,0,0
9270,House,390000€,189 m²,Not specified,3,3,Installed,1,0,0
3740,House,199000€,200 m²,To be done up,4,3,Semi equipped,1,0,0
3270,House,297000€,200 m²,Just renovated,3,3,Installed,1,1,0
Not specified,House,335000€,280 m²,To renovate,4,4,Not installed,1,1,0
Not specified,House,155000€,100 m²,To renovate,3,4,Not specified,1,0,0
9070,House,395000€,202 m²,Not specified,4,3,Installed,1,0,0
8902,House,309000€,362 m²,Good,5,3,Installed,1,0,0
2800,House,319000€,127 m²,Good,3,2,Installed,1,0,0
9600,House,290000€,220 m²,To renovate,4,3,Installed,1,0,0
Not specified,House,429000€,235 m²,Not specified,5,4,Not specified,1,0,0
6700,House,285000€,174 m²,To renovate,4,2,Not installed,1,0,0
7332,House,149000€,100 m²,Not specified,3,3,Not installed,1,0,0
9600,House,290000€,220 m²,To renovate,4,3,Installed,1,0,0
Not specified,House,240000€,157 m²,Good,2,4,Installed,1,0,0
3840,House,240000€,167 m²,To be done up,3,3,Semi equipped,1,0,0
Not specified,House,415000€,146 m²,To renovate,2,2,Not installed,1,0,0
2060,House,299000€,135 m²,Just renovated,3,2,Hyper equipped,1,0,0
1370,House,350000€,180 m²,As new,3,3,USA hyper equipped,1,0,0
Not specified,House,135000€,155 m²,To be done up,3,3,Semi equipped,1,0,0
Not specified,House,198000€,200 m²,Not specified,3,2,Installed,1,0,0
4602,House,289000€,130 m²,Good,3,4,Semi equipped,1,1,0
Not specified,House,260000€,240 m²,Not specified,2,4,Installed,1,1,0
9260,House,319000€,962 m²,As new,3,2,Hyper equipped,1,0,0
Not specified,House,299000€,Not specified,Good,3,4,Installed,1,0,0
9000,House,289000€,91 m²,Not specified,2,2,Not specified,1,0,0
Not specified,House,239000€,147 m²,Good,3,2,Installed,1,0,0
8530,House,235000€,123 m²,Not specified,3,2,Not specified,1,0,0
Not specified,House,119000€,112 m²,Good,3,2,Not installed,1,0,0
Not specified,House,275000€,Not specified,Good,3,3,Installed,1,0,0
3300,House,€,126 m²,Good,4,2,Installed,1,0,0
3680,House,185000€,Not specified,Not specified,3,4,Installed,1,0,0
9900,House,245000€,158 m²,Not specified,3,2,Not specified,1,0,0
4610,House,Reserve price : 25000€,85 m²,To renovate,2,2,Not specified,1,0,0
8400,House,335000€,Not specified,Not specified,5,3,Installed,1,0,0
7300,House,270000€,196 m²,Good,3,4,Not installed,1,0,0
Not specified,House,389000€,100 m²,Not specified,2,2,Not specified,1,0,0
9800,House,169000€,Not specified,To be done up,3,2,Installed,1,0,0
4000,House,135000€,93 m²,Not specified,1,2,Installed,1,0,0
4730,House,299900€,185 m²,Not specified,3,4,Installed,1,0,0
4020,House,289000€,155 m²,Not specified,3,4,Installed,1,0,0
4880,House,1100000€,273 m²,Not specified,4,4,Installed,1,0,0
9150,House,279000€,107 m²,To be done up,3,4,Not specified,1,0,0
8970,House,178000€,Not specified,Good,3,2,Installed,1,0,0
8830,House,199000€,Not specified,Good,3,4,Not specified,1,0,0
6760,House,79000€,Not specified,To restore,2,2,Not installed,1,0,0
4460,House,150000€,Not specified,Not specified,3,3,Not specified,1,0,0
2600,House,495000€,240 m²,Good,3,2,Not specified,1,0,0
8310,House,269000€,157 m²,Not specified,4,2,Hyper equipped,1,0,0
8000,House,349000€,116 m²,Not specified,3,2,Not specified,1,0,0
9250,House,399000€,Not specified,Not specified,3,3,Installed,1,0,0
2800,House,Reserve price : 80000€,Not specified,Not specified,2,2,Not specified,1,0,0
7063,House,160000€,135 m²,Good,3,2,Not specified,1,0,0
2970,House,539000€,280 m²,As new,4,4,USA hyper equipped,1,0,0
2240,House,525000€,252 m²,Good,4,1,Installed,1,1,0
4620,House,220000€,186 m²,Good,3,3,Installed,1,1,0
7012,House,75000€,166 m²,Not specified,2,2,Installed,1,0,0
9240,House,315000€,Not specified,Good,5,3,Not specified,1,0,0
6200,House,120000€,Not specified,Not specified,3,2,Not specified,1,0,0
8520,House,Reserve price : 105000€,Not specified,Not specified,3,2,Installed,1,0,0
Not specified,House,325000€,170 m²,Not specified,4,3,Installed,1,0,0
9200,House,340000€,196 m²,Just renovated,5,2,Hyper equipped,1,0,0
9290,House,325000€,140 m²,Good,3,4,Installed,1,0,0
6780,House,395000€,203 m²,Not specified,4,3,Not specified,1,1,0
6792,House,Reserve price : 80000€,Not specified,Not specified,4,2,Not specified,1,0,0
6200,House,190000€,Not specified,As new,3,3,Installed,1,0,0
6700,House,Reserve price : 320000€,Not specified,Good,5,4,Not installed,1,0,0
3118,House,459000€,252 m²,Good,4,4,Hyper equipped,1,0,0
9300,House,259000€,185 m²,Good,3,3,Hyper equipped,1,0,0
9420,House,259000€,185 m²,Good,3,3,Hyper equipped,1,0,0
1180,House,1800000€,492 m²,To be done up,6,4,Not specified,1,1,0
Not specified,House,279000€,164 m²,Good,3,2,Hyper equipped,1,0,0
Not specified,House,245000€,85 m²,To renovate,2,3,Not installed,1,1,0
3700,House,450000€,425 m²,Not specified,3,4,Installed,1,0,0
Not specified,House,175000€,158 m²,To be done up,4,2,Installed,1,0,0
Not specified,House,209000€,180 m²,Not specified,3,2,Installed,1,0,0
Not specified,House,199000€,140 m²,Not specified,2,2,Installed,1,1,0
Not specified,House,110000€,129 m²,Not specified,3,2,Semi equipped,1,0,0
8980,House,418000€,Not specified,As new,3,4,Installed,1,0,0
8880,House,125000€,102 m²,Good,1,3,Installed,1,0,0
8840,House,395000€,326 m²,Good,4,2,Installed,1,0,0
8560,House,315000€,200 m²,Not specified,3,3,Installed,1,0,0
8460,House,Reserve price : 100000€,Not specified,Not specified,4,2,Installed,1,0,0
8460,House,Reserve price : 100000€,Not specified,Not specified,4,2,Installed,1,0,0
8460,House,Reserve price : 105000€,Not specified,Not specified,4,2,Installed,1,0,0
2840,House,Reserve price : 192500€,Not specified,Not specified,3,3,Not specified,1,0,0
Not specified,House,99000€,109 m²,To renovate,3,4,Not installed,1,0,0
Not specified,House,478000€,283 m²,Good,4,3,Installed,1,0,0
5680,House,140000€,Not specified,Not specified,3,2,Not specified,1,0,0
6200,House,110000€,Not specified,Not specified,3,2,Not specified,1,0,0
7600,House,125000€,Not specified,Not specified,2,2,Installed,1,0,0
6800,House,Reserve price : 105000€,Not specified,To be done up,3,3,Not specified,1,0,0
3620,House,Reserve price : 75000€,116 m²,Not specified,2,3,Not specified,1,0,0
Not specified,House,290000€,145 m²,Just renovated,3,3,Installed,1,0,0
Not specified,House,70000€,156 m²,To restore,2,4,Semi equipped,1,0,0
Not specified,House,290000€,140 m²,Good,3,4,Installed,1,1,0
4970,House,300000€,220 m²,Good,4,4,Installed,1,1,0
5300,House,Reserve price : 100000€,Not specified,Not specified,3,4,Installed,1,0,0
7540,House,145000€,Not specified,Good,3,3,Not specified,1,0,0
Not specified,House,250000€,120 m²,Not specified,3,2,Not specified,1,0,0
Not specified,House,350000€,279 m²,Not specified,4,4,Hyper equipped,1,1,0
8904,House,335000€,Not specified,Not specified,3,4,Not specified,1,0,0
9240,House,210000€,Not specified,Not specified,3,2,Not specified,1,0,0
6181,House,165000€,Not specified,Good,4,4,Installed,1,0,0
Not specified,House,395000€,165 m²,Not specified,4,3,Installed,1,1,0
2330,House,340000€,170 m²,As new,3,2,Installed,1,0,0
6971,House,329000€,270 m²,Good,7,4,USA installed,1,0,0
4630,House,285000€,185 m²,To renovate,3,2,Semi equipped,1,0,0
4801,House,159000€,111 m²,Not specified,4,2,Semi equipped,1,0,0
9200,House,189000€,80 m²,Just renovated,3,2,USA hyper equipped,1,0,0
9200,House,359000€,167 m²,As new,3,3,USA hyper equipped,1,0,0
Not specified,House,150000€,Not specified,Good,2,3,Not specified,1,0,0
Not specified,House,180000€,Not specified,Not specified,3,2,Installed,1,0,0
Not specified,House,99000€,Not specified,To be done up,2,3,Not specified,1,0,0
Not specified,House,79000€,Not specified,To be done up,2,2,Not specified,1,0,0
Not specified,House,375000€,220 m²,To be done up,5,4,Installed,1,0,0
7110,House,119000€,95 m²,To renovate,4,2,Not specified,1,0,0
9940,House,415000€,150 m²,As new,2,3,Hyper equipped,1,0,0
6860,House,236000€,121 m²,Not specified,3,3,Not specified,1,0,0
6860,House,224000€,121 m²,Not specified,3,3,Not specified,1,0,0
2260,House,249000€,160 m²,Good,3,3,Not specified,1,0,0
9400,House,420000€,150 m²,As new,3,4,Installed,1,0,0
Not specified,House,749000€,684 m²,Good,5,4,Hyper equipped,1,0,0
9160,House,360000€,215 m²,Not specified,5,2,USA hyper equipped,1,0,0
9200,House,229000€,152 m²,Good,3,2,USA hyper equipped,1,0,0
9220,House,375000€,185 m²,As new,3,3,Hyper equipped,1,0,0
3620,House,269000€,186 m²,Just renovated,3,3,Hyper equipped,1,0,0
1367,House,249000€,176 m²,Good,4,3,Not installed,1,0,0
6061,House,79000€,75 m²,To be done up,2,2,Semi equipped,1,0,0
Not specified,House,169000€,140 m²,As new,3,2,USA hyper equipped,1,0,0
6040,House,125000€,Not specified,Good,2,2,Installed,1,0,0
Not specified,House,359000€,140 m²,Not specified,5,2,Installed,1,0,0
2627,House,449000€,321 m²,Not specified,4,3,USA installed,1,0,0
2845,House,149000€,133 m²,Not specified,2,2,Semi equipped,1,0,0
9600,House,219000€,220 m²,Good,4,2,Semi equipped,1,0,0
9600,House,275000€,220 m²,Just renovated,7,2,Not installed,1,0,0
Not specified,House,289000€,180 m²,To renovate,3,2,Not specified,1,0,0
